,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL356299.3,1.83734682073657,-2.15851978646453,9.33396746439313,8.15144628028195e-20,3.41380822588071e-18,34.185541683596
KNL1,1.41201210684393,4.33435539645309,9.33087752592925,8.3705494441113e-20,3.50020796518094e-18,34.1594732174627
APOC1,2.2594724164429,3.91626247382151,9.31480404436828,9.60786399051849e-20,3.96605374310497e-18,34.0239821655836
EVA1A,2.2985627587617,1.90840336662929,9.29938204115875,1.09646696293201e-19,4.50234688720469e-18,33.8941625028443
P3H4,1.18533038553995,4.8839251395881,9.29654205277221,1.12344501172648e-19,4.60966428479967e-18,33.870275197605
SEZ6L2,1.68229133120309,5.79145675846682,9.29287303843602,1.15927314749225e-19,4.74954642712273e-18,33.8394237565823
ZNF511,1.03973962650242,4.37348977116705,9.28910685577033,1.19722654095498e-19,4.90137018394706e-18,33.8077656396536
PHB,1.07138735791604,7.09855534210526,9.28866292580494,1.20178046987314e-19,4.91633379205022e-18,33.8040347060253
CLDN4,2.15619864920437,8.83896034779176,9.28338028885083,1.25730493425147e-19,5.12813522586758e-18,33.7596489010799
SLC25A10,1.42906767811963,4.47269385011442,9.27276994703704,1.37661335363642e-19,5.58974516534107e-18,33.6705611624932
CHDH,1.51106994164274,5.4929231312357,9.26695661417629,1.44666512127129e-19,5.86548175003213e-18,33.6217860330662
FAM89A,1.08930792441868,3.29683574969108,9.26646151898098,1.45279166986259e-19,5.88160180482119e-18,33.6176332357829
GRB7,1.90110731932065,5.44276870389016,9.2538056238315,1.61842445873004e-19,6.53764592099256e-18,33.5115389542696
FIRRE,2.82931953216573,-0.827874604841876,9.253671664271,1.6202740206647e-19,6.54028690481592e-18,33.5104166085737
SNHG11,1.06871393392779,3.26485584782609,9.25010358232053,1.67031551172556e-19,6.73234391406258e-18,33.4805272603018
CCDC138,1.04880581407166,2.59731118716247,9.2470622124083,1.71417558660158e-19,6.89388483155689e-18,33.4550575786931
LINC02163,3.18185097077382,-2.09737995644966,9.24684150529067,1.71740244467781e-19,6.90178741452261e-18,33.4532095541623
SNHG12,1.11991644246983,3.51333096479405,9.24611453435435,1.72807373360696e-19,6.93448223474927e-18,33.4471227381971
MZT1,1.18894825309907,4.76327534908467,9.24343282183799,1.76800959060035e-19,7.06880735072266e-18,33.424672569191
SCARB1,1.25514246763037,6.3043825583524,9.24212778420083,1.78777322226781e-19,7.1426045574827e-18,33.413749277293
BGN,1.9383103322915,7.85114739702517,9.23123455161823,1.96150397912471e-19,7.78551960364483e-18,33.322621274836
SLC6A6,1.32212440950981,6.32372323226545,9.23042719795389,1.97502591594507e-19,7.8278291646823e-18,33.3158708222531
ULBP1,2.33368794767265,-0.9579709508627,9.22336370338755,2.09733252615159e-19,8.28855509522119e-18,33.2568321570526
SSB,1.02237905922368,6.33632648970252,9.22092210953511,2.14132945610029e-19,8.44412506138468e-18,33.2364332697373
RPLP0P2,1.59230959025951,1.27216110882609,9.21318764218908,2.28682185186333e-19,8.99192819465598e-18,33.1718430930733
MCRIP2P1,2.45182546341565,-3.17978735558238,9.21128283502715,2.32412915498503e-19,9.12550209130697e-18,33.1559429751342
POGLUT2,1.09714526386305,2.43756905279291,9.20465853233806,2.45862357286008e-19,9.63974310520302e-18,33.1006685606549
GUCY1B2,2.42540705869339,-0.923081447651716,9.20172945945461,2.52052244714198e-19,9.87535639301078e-18,33.0762382586108
PODXL,1.12017512371016,6.34482801601831,9.1967365610321,2.62961030691601e-19,1.02880211542755e-17,33.0346091026186
PARP10,1.04044798269482,5.91372904004577,9.19275892726208,2.71984923751412e-19,1.06107099890039e-17,33.0014581950252
IL11,2.68833169811273,0.86833122926865,9.17822367100505,3.076443059988e-19,1.19337626358896e-17,32.8804169659035
DHCR7,1.24465014457748,6.29270304462243,9.17597984918719,3.13546749542122e-19,1.2136899834541e-17,32.861745762095
NME1.NME2,1.5482684155195,-0.696353786922197,9.16649784889799,3.39751939983178e-19,1.30864312375915e-17,32.782886020047
SNHG17,1.32086482995886,4.91749941189931,9.16258154424207,3.511974983879e-19,1.35177671881254e-17,32.7503345610245
MRPS26,1.07189118684072,5.41357971281465,9.15700454451548,3.68157934929923e-19,1.41308057901699e-17,32.7039995539373
TARBP1,1.02853044076483,5.3571203375286,9.11597807727931,5.20480970247341e-19,1.96600184169049e-17,32.3638572977251
FAM72D,1.78905716368906,-0.624747640347826,9.11491187151846,5.25176747666161e-19,1.98100291128281e-17,32.3550344014318
KRTCAP3,1.71429412806564,5.39027531059497,9.11316681348856,5.32952939159204e-19,2.00894975929102e-17,32.3405958132432
TSTA3,1.1477027382851,7.19073546796339,9.10367762582081,5.77275108002345e-19,2.17302560441763e-17,32.262122352624
EPCAM,1.97364769438558,9.29857743409611,9.09200777162064,6.36809873308618e-19,2.38727320223543e-17,32.1657078658987
TMEM44,1.03082263348425,4.05192827528604,9.08385591211147,6.81962215630819e-19,2.55129434910586e-17,32.0984191259462
TMEM9,1.08437751380047,5.97447972768879,9.07029997809934,7.64162352531993e-19,2.83361761842287e-17,31.9866334685962
EIF6,1.04006191191139,7.47834815446224,9.0628610743329,8.13360034575596e-19,3.00789229824964e-17,31.9253490669957
LRRC61,1.03351461491968,4.42146242997712,9.05627586453188,8.5951879723734e-19,3.17001892211034e-17,31.8711324250022
AC103702.2,3.04880432196861,3.4784113878032,9.05517638998756,8.67474059418882e-19,3.19720307816144e-17,31.8620835265063
U62317.2,1.02852098941475,1.20478567548513,9.0309000865034,1.06292110693367e-18,3.8887270865376e-17,31.6625164292567
SEMA4F,1.01683226156804,2.8941303033524,9.02915785815333,1.07851625674541e-18,3.94051079911089e-17,31.6482112389685
SCAT1,2.21409848930494,-1.91061799468112,9.02388412821763,1.1271156977161e-18,4.11258125994545e-17,31.6049233284802
IL4I1,1.8294462055218,2.75475725477117,9.01967060011674,1.16749667578514e-18,4.25424588155019e-17,31.5703528461842
NTHL1,1.40885665534668,4.32753643535469,9.0175700281808,1.18815913666188e-18,4.3266553914595e-17,31.5531234081336
LINC00659,2.6971626955713,-0.790823406359268,9.01302121022102,1.23415204191892e-18,4.48816129872042e-17,31.5158242214461
NEIL2,1.08998223473215,3.85422084405034,9.01064814586634,1.25884063112968e-18,4.57186509426547e-17,31.4963718719625
PMEPA1,1.69500737535908,7.01569022654462,9.00690708605954,1.29875714783951e-18,4.7105783952972e-17,31.4657144936951
PMAIP1,1.44407429724909,3.29379545743707,9.00499375127498,1.31965349897204e-18,4.78319735760609e-17,31.450039106378
GPR35,1.66417124115001,5.73038352677346,9.00407145911124,1.32984470899432e-18,4.81694412969831e-17,31.4424840254475
GEN1,1.03417865938685,4.19161902139588,9.00240418967778,1.34846579614269e-18,4.87807567026653e-17,31.4288279914515
AL096828.3,1.68060942727946,-2.56342470998637,9.00214295809688,1.35140667079563e-18,4.8853395809099e-17,31.4266885229542
ATP11A,1.29568299046263,6.60268716475973,8.99961541039107,1.38019082172423e-18,4.98609887676399e-17,31.4059907426721
LINC01614,2.92621622616832,-2.0785380671762,8.99778480937469,1.40141591034608e-18,5.056097837492e-17,31.3910031846816
AC124947.2,2.02744695150277,0.28619175768524,8.98879895872696,1.51037779013405e-18,5.42773411507108e-17,31.3174706164512
PTOV1.AS2,1.18547898333253,1.06269504856587,8.98590742802734,1.54719145060594e-18,5.55637796394561e-17,31.2938217533138
HNF1A,1.82899952054329,3.97807038237986,8.9837108945889,1.57574866950021e-18,5.65522135684475e-17,31.2758612616278
ULBP2,2.26340898203888,0.279083809800915,8.98070693560902,1.61564907092123e-18,5.79082083447159e-17,31.2513045592879
DMBX1,3.06471855802795,-1.35403358763158,8.9784194960745,1.64670100405237e-18,5.89439210841914e-17,31.2326098183877
TMTC4,1.01322778427137,4.96481768306636,8.97745555439701,1.65996262072183e-18,5.93409513335822e-17,31.2247329190473
ARHGEF39,1.0715394344219,3.69150141922197,8.97644065705445,1.67403944654721e-18,5.98050865636183e-17,31.2164403917807
TNFRSF4,1.48842062878749,1.75223004099542,8.96917177243385,1.77837089939667e-18,6.33667728615641e-17,31.1570705188996
RTKN2,1.42922941051148,3.00049011033181,8.96896502952964,1.78143051822888e-18,6.34344675745628e-17,31.1553824947122
FXYD5,1.18853357757451,6.85017640846682,8.96750579131837,1.80317457738061e-18,6.41252493561978e-17,31.1434689571137
IMPDH1,1.07633747027325,6.13500076659039,8.96263903213838,1.87760929220516e-18,6.65128498945346e-17,31.1037473204973
STC2,2.14347023063094,3.30965554225629,8.9559757502456,1.98447230417926e-18,7.01620637860921e-17,31.0493918397656
COL6A4P1,1.817697407515,-2.43177164469108,8.95349904174951,2.02570796072084e-18,7.15274996201591e-17,31.029196744703
F11R,1.00743508289476,6.80842259496568,8.95010128155661,2.08366059758632e-18,7.33842990244584e-17,31.0014989427419
ADAMTS2,1.88577620728058,5.19507391189931,8.94592806251801,2.15708760444374e-18,7.57265125321247e-17,30.967491728584
IFITM3,1.17475106598028,8.81684464073227,8.94574298584999,2.16040259981107e-18,7.57942400235192e-17,30.9659838596132
GPR19,1.36283762019898,-0.194499715331808,8.93724659074009,2.31813490604054e-18,8.11198903940419e-17,30.8967893948544
PGF,1.27519910984051,3.07871769014874,8.92532505764902,2.55882378426553e-18,8.92569304084204e-17,30.7997928920389
AC108463.1,1.52553464987684,-2.27678469061442,8.92028463655921,2.6678735868165e-18,9.27060646956342e-17,30.7588152014341
PLXNA3,1.05448451986763,5.77906242906178,8.92002443587483,2.67362614117423e-18,9.28469725660472e-17,30.7567003409792
C16orf91,1.04461707103394,3.58405956464531,8.91396124884906,2.81120044156111e-18,9.75007026957419e-17,30.7074344788399
SPATA3.AS1,2.19968124308675,-1.37072386759554,8.91083625242313,2.88481775466675e-18,9.99272369167179e-17,30.6820535025867
NT5DC2,1.05416824650104,5.90391446681922,8.90982439785919,2.90906076411279e-18,1.0070321423617e-16,30.6738368871837
CPNE7,2.52937763692437,3.12995639465675,8.90919827079667,2.9241629349453e-18,1.01161980851887e-16,30.6687529040774
AC108463.2,1.56689075064694,-3.4311129895881,8.89956376724286,3.16656460042593e-18,1.09133743428038e-16,30.5905608482361
NPM3,1.66044623655,4.27084097597254,8.89176630175721,3.3772107853991e-18,1.16247038330651e-16,30.5273294983045
ZFAS1,1.14202670677728,6.5154038993135,8.88917729019872,3.45017130111903e-18,1.18534622685116e-16,30.5063448517572
SNX25P1,1.49856669515742,-1.03345044251007,8.88760212816331,3.49532110987363e-18,1.20010413122748e-16,30.4935802246672
FBXO41,1.40571420378852,3.99753006586957,8.88577362959569,3.54846568131672e-18,1.21682338833616e-16,30.4787650011321
MIR3189,2.44770586703137,-2.55309681660641,8.88227517675878,3.65238357735805e-18,1.24932532685177e-16,30.4504262248248
SLCO4A1,1.72775685635512,5.41817357050343,8.87080272645059,4.01473374888321e-18,1.36898916705217e-16,30.3575603750631
AL162595.1,1.30980666588238,-0.565962202594966,8.86834591273452,4.09683495441669e-18,1.39524525424546e-16,30.3376862596928
ESPL1,1.30919355884448,4.65769712540046,8.85474903181066,4.58214926964107e-18,1.55087038553848e-16,30.227778885531
RTEL1.TNFRSF6B,1.4326931956374,2.144024277746,8.83889255022179,5.22027689650143e-18,1.75706489141013e-16,30.0997843326122
CHI3L1,2.31767329933192,4.18955587632723,8.83773003495373,5.27037719202956e-18,1.77283690355509e-16,30.0904079705122
PDX1,2.50989576198676,3.4141605383341,8.83690950467133,5.30602507210597e-18,1.78263538893634e-16,30.0837905363939
DCTPP1,1.11314500027578,5.86581052517163,8.83228478534444,5.51144999766317e-18,1.8459813693949e-16,30.0465025766905
ODC1,1.08722887658861,7.3718138798627,8.83132206982269,5.55519153400869e-18,1.85835596912908e-16,30.0387424916932
EIF4EBP1,1.08995563431618,5.70140647368421,8.83031373384199,5.60137392381527e-18,1.8726598212902e-16,30.030615435148
FASN,1.13452215239123,8.24740712471396,8.82726563885523,5.74329924011992e-18,1.91776405334774e-16,30.0060529010621
AL033527.3,1.90901522271108,-2.2181615647151,8.82602689661434,5.80198845826551e-18,1.93499852880995e-16,29.9960727407557
SNAI1,1.20123660556224,2.54618598138444,8.81466474526159,6.36873253338988e-18,2.11113833887127e-16,29.9045860369786
AC124798.1,1.70032075818468,2.73355834156751,8.81074312665617,6.5767815088663e-18,2.17746407159469e-16,29.8730324950857
GTF2IRD1,1.10698160074001,5.6923418409611,8.80627701739641,6.82190983652999e-18,2.2531664161172e-16,29.8371122524662
MMP3,3.47888800732269,3.31945560493822,8.80223400215684,7.05159422302122e-18,2.32341533751895e-16,29.8046080258425
H2AZ1,1.03488761471284,7.40945163043478,8.79990178298136,7.18754813340171e-18,2.36449991569811e-16,29.7858635937019
HTRA4,2.12019588666017,-1.62253490145309,8.79987277016294,7.18925561716053e-18,2.36449991569811e-16,29.7856304390346
AC002116.2,1.15689944809984,-1.06498017346213,8.79500563940026,7.48145051182627e-18,2.45912221000203e-16,29.7465259940882
CNTD2,2.62350451439652,0.717017968636156,8.78997878424289,7.79555983701266e-18,2.55775732024839e-16,29.7061572621496
LINC01836,1.91839111020971,-1.20408412284908,8.78706192085931,7.98376500453974e-18,2.61323774340695e-16,29.6827419137887
CENPE,1.38822011784754,4.15290423901602,8.78020792994199,8.44386905709592e-18,2.7523088085689e-16,29.6277465668822
BAMBI,2.15799402001218,3.42121417241419,8.77520599932924,8.79609889747049e-18,2.8637061261735e-16,29.5876345367958
CHRNA5,1.19846558090761,1.82957438628833,8.7700421923335,9.17496621329446e-18,2.98350045800321e-16,29.5462444489505
RPSAP52,1.69147788503413,-2.07500221348741,8.76833080571217,9.30405517941809e-18,3.02367972690596e-16,29.5325314660464
TMSB10,1.02196880996484,9.98399983524027,8.76267014285552,9.74396151875472e-18,3.15352648087745e-16,29.4871897288251
CLDN7,1.75762857847081,7.54971234347826,8.76223935261044,9.77826927668948e-18,3.16275835652591e-16,29.4837401164508
AC012363.2,2.62063451093281,-2.91301946714989,8.76176007672969,9.81657873682172e-18,3.17327289604293e-16,29.4799024156185
OACYLP,1.77794499816676,-2.21949806863844,8.75404551394536,1.04540323688709e-17,3.36541083234486e-16,29.4181538777205
NSUN5P1,1.24443703945028,3.49460044347826,8.75324117104448,1.05228058902434e-17,3.38555804804038e-16,29.4117184182612
SPOCD1,1.64175603967449,1.07269552683684,8.74087958862297,1.16377772557998e-17,3.72456540085414e-16,29.3128770991136
HAPLN3,1.51577593706938,3.59522904221968,8.72525944814129,1.32149668331498e-17,4.20228262173913e-16,29.1881483827636
PSAT1,1.65227285137131,5.20799717745995,8.71107366837371,1.48294082377454e-17,4.69655172879842e-16,29.0750354137117
TMEM97,1.11308624215752,5.9751855,8.70641847673441,1.540055027587e-17,4.86897744126421e-16,29.0379500418152
SEL1L3,1.01246866449107,7.49914791762014,8.70460335904164,1.56290905285534e-17,4.93837727590541e-16,29.023494499767
LNCOG,1.8439863754956,-3.50475471482838,8.70398502606778,1.57077073698944e-17,4.96035250921693e-16,29.0185706927211
CSF2,2.54352922674088,-2.01319775657895,8.70078985858016,1.6120222157265e-17,5.08474942844065e-16,28.9931321431006
LLGL2,1.27262026310758,7.6747600610984,8.69768664008669,1.65311105425142e-17,5.21134922837357e-16,28.9684331608287
EGFL6,1.80985242501811,1.37618320740847,8.68838582936368,1.7825627518058e-17,5.59685819230875e-16,28.8944509467639
LINC01711,2.10647355639631,-3.33308585080664,8.68537597716911,1.82656300345963e-17,5.72514976929654e-16,28.8705236725002
KIFC2,1.37150536202146,4.04744454180778,8.68298039793339,1.86234910217152e-17,5.8339738913672e-16,28.8514846331456
FEZF1,3.76341102629212,-0.741684132497712,8.66051826830147,2.23346485204117e-17,6.93299432930714e-16,28.6731800536096
RAB15,1.53150291912301,5.66306156064073,8.6546947896866,2.3410568062935e-17,7.25873594218952e-16,28.6270166422669
PPEF1,1.75251749315156,-1.60761207807323,8.6426340288919,2.58044011673431e-17,7.97385153586345e-16,28.5314926514653
ACBD7,1.77847936601686,-0.350940489378146,8.64070568207634,2.62089478707368e-17,8.08515738178201e-16,28.516230099605
PRR22,1.42489022988114,0.764638698773455,8.63006589252212,2.85563717341703e-17,8.76974032566225e-16,28.4320694573763
RBL1,1.00210903761864,4.15426398157895,8.62713116335103,2.92396305695694e-17,8.9544322172598e-16,28.4088711415333
SKP2,1.02737551368556,4.8865001819222,8.61894853785211,3.12311843299292e-17,9.51637675167398e-16,28.3442245932357
AC125807.2,1.09167531663871,2.11803493679634,8.61831694379048,3.13903648191587e-17,9.55955458676997e-16,28.3392368550236
ADAT2,1.11155281469676,3.5319088701373,8.61769556950776,3.15477519426079e-17,9.6021385225428e-16,28.3343301236106
MIR25,1.58325616830005,-1.98704429643021,8.61312117147954,3.27306460343462e-17,9.95663339737799e-16,28.2982172023334
AC093536.1,1.48255506338246,-2.4723926632849,8.61204831051257,3.30143614197146e-17,1.00262104267145e-15,28.2897497620973
MYLK2,1.3300954089872,-1.95695740361556,8.60875047291925,3.3901770271027e-17,1.02501786897392e-15,28.2637274988718
LINC01357,2.03245046741629,-1.28830349477014,8.60176910548734,3.58588737673503e-17,1.08120237084081e-15,28.2086673097764
RPS21,1.15975158329695,9.00333917162471,8.60033492686212,3.62745332817779e-17,1.09253061555443e-15,28.1973609875071
MHENCR,1.3408103108736,1.799205218246,8.59822139077424,3.68957792979069e-17,1.11062996626253e-15,28.1807018601974
RPIA,1.18212768204904,5.18813651830664,8.59267253309785,3.85772703448675e-17,1.15933175907282e-15,28.1369815786799
SNHG4,1.4592270285255,1.76595398184211,8.59223183639713,3.87140170456792e-17,1.16224954107102e-15,28.133510283718
AC004585.1,1.83026581051639,-1.03287231130392,8.58742092890073,4.02383377222516e-17,1.20461734084212e-15,28.0956253307551
TIMM13,1.03621577294142,5.92857405949657,8.58125119100929,4.22802666005769e-17,1.26160348157041e-15,28.0470660562349
DCSTAMP,2.44541430948176,-2.01100887588101,8.57643515049353,4.39450347139157e-17,1.30984941344829e-15,28.0091816025406
GMNN,1.05680144577482,4.43751419450801,8.57462536510461,4.45872289499415e-17,1.32826715000929e-15,27.9949499150749
RIN1,1.15913451776481,4.45633722162471,8.57407540366063,4.47842110145743e-17,1.33340904814488e-15,27.9906256617909
HSH2D,1.14292533664192,4.13445157334096,8.57260558833957,4.53148909464657e-17,1.34847549527581e-15,27.9790699029591
MTFP1,1.1661289571461,2.31311166856693,8.56660424100068,4.75469289068676e-17,1.40876450517937e-15,27.9319043777967
UAP1L1,1.12832491832326,4.08442435583524,8.55776777243468,5.10325070814322e-17,1.50851176300838e-15,27.8625079632432
SAMD10,1.07304320362444,3.83319348932494,8.55772156685389,5.10513808086389e-17,1.50851176300838e-15,27.8621452508268
HSD3B7,1.01813052324823,4.33791391636156,8.5552685221198,5.2063347572214e-17,1.5359249166463e-15,27.8428912988026
COL7A1,1.79480600048767,4.4965120610984,8.55235303019497,5.32918910718991e-17,1.57047412832841e-15,27.8200136625737
NT5DC4,1.95947863504487,-1.64970956756728,8.54687624243175,5.56776639905638e-17,1.63813331466589e-15,27.7770555515486
LINC00460,2.71729453465324,-1.43138797769394,8.53978865938738,5.89223465228024e-17,1.72987533175774e-15,27.7214974167481
FOXD2,1.60223429708616,2.97702409152174,8.53231292123159,6.2547231181749e-17,1.82746838113556e-15,27.6629388335895
ADCK5,1.10469281732815,4.15088318878719,8.53065016312591,6.3382955859953e-17,1.84892307773873e-15,27.6499200934922
IL32,1.34771410508354,7.03415328203661,8.52761602942158,6.49364816361483e-17,1.89323073725433e-15,27.6261695530691
ADAP1,1.32594446192632,5.53518530183066,8.5271348265525,6.51862975144555e-17,1.89849017175354e-15,27.6224034578369
KRT18P10,1.69726602486567,-0.439037241297483,8.52643926917272,6.55490742123382e-17,1.90803970944324e-15,27.6169600520634
TMEM249,2.19931372359881,-2.29927228683638,8.50455302544266,7.80412757008428e-17,2.25606108586554e-15,27.445871026717
AC010326.4,1.00897761697097,1.83945333277803,8.50394565400534,7.8419569744135e-17,2.26579945438746e-15,27.4411283928146
TRIM15,2.24907375554202,4.12629287608696,8.50224123335647,7.94908490444449e-17,2.2955395926536e-15,27.4278210282914
SLC19A1,1.0789437113966,4.77512788787185,8.49778867162463,8.23581084530282e-17,2.3770853518936e-15,27.3930680455443
MMP14,1.12330000429757,7.85080932608696,8.49627716417035,8.33544951781381e-17,2.40457495451913e-15,27.3812739834216
LINC02014,1.61889332444428,-0.749080711700229,8.49325652542715,8.5381514052107e-17,2.4597371439853e-15,27.3577097225521
ST14,1.46642497949808,8.66655173077803,8.49322694069821,8.54016059315856e-17,2.4597371439853e-15,27.3574789646419
OR2I1P,2.44169173792572,2.74564729200915,8.48982534108146,8.77431479874016e-17,2.52186625284862e-15,27.3309513684678
PHLDA2,1.58078800786799,5.35370745475972,8.48958906836289,8.79081252828538e-17,2.52528094135803e-15,27.3291091145525
SMKR1,1.95474760994448,-0.126378134686499,8.485874124175,9.05427314513008e-17,2.59687189131038e-15,27.3001488453752
HNRNPA1P16,1.07163506569467,-0.624695594768879,8.46379795617306,1.07886914438796e-16,3.0717724025143e-15,27.1282731396608
F12,1.92925678366143,3.3158537016476,8.46131791083934,1.1002956346555e-16,3.13114826937995e-15,27.1089882678277
KLHL35,1.78204413627236,1.70668872763078,8.45783422921144,1.13110464451366e-16,3.21380615748958e-15,27.0819071977684
MSX2,1.95300741161607,3.14204851564073,8.45454855613096,1.16094264814281e-16,3.29345218569352e-15,27.0563740514896
AC106886.2,1.55515087605495,-2.07590579662586,8.44970217740272,1.20637817744851e-16,3.4152616157115e-15,27.0187279350345
C4orf48,1.71649024130276,3.04670448627574,8.44812503887325,1.22153948792258e-16,3.45639432446589e-15,27.0064808519653
RPS6KL1,1.24815519005768,2.82111770006865,8.44377005261315,1.26438895747632e-16,3.57025059520739e-15,26.9726727923653
PLA2G7,1.72437013980789,2.85800555239931,8.44157358025542,1.2865602476064e-16,3.6291084447051e-15,26.9556270366818
COL4A1,1.26612475961208,8.49354531006865,8.43826413777894,1.32069297249772e-16,3.71963450724835e-15,26.9299511667025
AC106900.1,2.22058617478236,-2.07989438827346,8.43733710076303,1.33041350948693e-16,3.74315673361047e-15,26.9227604050069
SAPCD1,1.81005682617227,-1.09185920034096,8.43694450424783,1.33455138644312e-16,3.75286828182554e-15,26.9197153479247
LEMD1,2.55008798564827,0.362793316310069,8.43348754083182,1.37154004532701e-16,3.84499468424336e-15,26.8929076400397
PSPH,1.04443156665823,4.22528292448513,8.4334236389245,1.3722332249096e-16,3.84499468424336e-15,26.8924121878162
IGF2BP2,1.36521424831843,5.56297011546911,8.43127489122157,1.39574440121108e-16,3.90487161249309e-15,26.875754104764
KIF12,2.14163972603176,4.05801222894737,8.43088165875914,1.40008993697976e-16,3.9150265390137e-15,26.8727059754363
ZBED6CL,1.05474850930504,3.44125384621281,8.42344990732975,1.48477537710015e-16,4.14547163095929e-15,26.8151216795527
C1orf53,1.23271464776921,1.03124582919565,8.42093597652066,1.51455152333966e-16,4.22644875352362e-15,26.7956524600033
SPDYC,2.60513848974737,-1.791037137754,8.41695225783298,1.56294852943159e-16,4.35262066279332e-15,26.7648105272392
AC134312.5,2.03434092855788,-2.1795504619897,8.41540551493137,1.58214833220188e-16,4.39936975240376e-15,26.7528389910693
CRACR2B,1.34840396143451,5.07816903329519,8.41210341193555,1.62392037869207e-16,4.50864594480013e-15,26.7272875098373
ARHGEF38,1.59394436576646,3.0635193397643,8.40953662026247,1.65714134104892e-16,4.59388472623776e-15,26.7074317097312
MAP3K21,1.15052741966883,4.58376282067506,8.40337110939888,1.73970629257879e-16,4.81301141490121e-15,26.6597585171127
RPS19,1.15718320504218,9.57439144736842,8.40268301849254,1.74916910835298e-16,4.83674440755138e-15,26.6544398779974
E2F5,1.01857847991175,3.80282415011442,8.39669167410856,1.83374125990183e-16,5.06292166634683e-15,26.6081450727562
CLDN16,2.07584882029074,-0.893716500847826,8.39342346492837,1.88156358671347e-16,5.19233705223477e-15,26.5829036228182
ERFE,1.81830547511196,0.419125895856636,8.39011947057698,1.93116115875307e-16,5.30778188834167e-15,26.5573942841463
CFAP45,1.24392324233104,-0.50815644039611,8.38553542438208,2.00211868834361e-16,5.49176939112104e-15,26.5220161194784
OLFML2B,1.62360709356307,4.48367095106407,8.37653750460515,2.14896881578697e-16,5.86516214468405e-15,26.4526209441407
CLDN3,3.1675895735378,6.98092509133867,8.37514223237859,2.17267342241063e-16,5.92690138846631e-15,26.4418657813505
HKDC1,2.37028177117344,5.1740606056865,8.37465458829455,2.18101886207409e-16,5.94670122936902e-15,26.4381072388326
AL390719.2,2.00396075362581,2.61495342967963,8.36099030185457,2.42818091232102e-16,6.59103498756318e-15,26.3328647523747
MMP9,2.06844478924069,4.70904181577803,8.35914157962977,2.46367790769292e-16,6.68407059331667e-15,26.3186371068557
MMP1,2.75288430957691,5.38869504448513,8.35677821433518,2.50980352622891e-16,6.79572791421239e-15,26.3004527024497
AC009065.6,1.7517130307839,2.30079515704805,8.34367273163305,2.781487386257e-16,7.49425874834123e-15,26.1996948538159
C2orf27A,1.20199385101613,1.10663300169497,8.3429891301127,2.7964293955158e-16,7.53080776896783e-15,26.1944428700147
PGM2L1,1.12063817419162,4.37333697734554,8.34141557647863,2.83112562294563e-16,7.6204929107781e-15,26.182354942014
AC098934.1,1.59735567778048,2.13418031833867,8.33791259441987,2.90989861015619e-16,7.81713676240142e-15,26.1554522560978
IL27RA,1.10105127005493,3.77866374496568,8.33591628037117,2.95575452404326e-16,7.92864118158637e-15,26.1401249941222
PLAUR,1.16516856942983,5.9592659979405,8.33488278552105,2.97977375383006e-16,7.98915320910466e-15,26.132191275565
FAM227A,1.38250581841762,0.859683113963387,8.33470060542996,2.98402769619584e-16,7.99663864984966e-15,26.130792840186
C2CD4D,1.3818243534843,0.787417281945652,8.33365544134267,3.00854861787139e-16,8.05840189297138e-15,26.1227705435067
CYTOR,1.05546226875877,3.06342056578947,8.32169183158577,3.30380370962119e-16,8.80611812367111e-15,26.0310033387028
LINC01235,1.98171169038637,-0.0764337622425629,8.32154591738035,3.30757586434376e-16,8.81187831954612e-15,26.0298847933418
MC1R,1.17024654199669,1.44953052832494,8.31568052065397,3.46277988612761e-16,9.20742566221438e-15,25.9849358322385
MYB,2.00467939941213,5.1505099173913,8.3103400431235,3.61033561879838e-16,9.57185199564603e-15,25.9440330502027
CCR8,1.9452462458008,-1.60754198607551,8.31027150946661,3.61226896284874e-16,9.57233773851802e-15,25.9435082957314
ESCO2,1.38131997364399,3.5094702683833,8.30996500198318,3.62092809723775e-16,9.59063739847063e-15,25.9411614477109
PSMG1,1.05961422889711,5.00595429519451,8.30250485423726,3.83811992504051e-16,1.01266748335789e-14,25.8840638069616
ZGLP1,1.18236154570846,-0.905446682342792,8.29751288824304,3.99058583796273e-16,1.05187996340902e-14,25.8458812914011
HPDL,1.96392873322065,3.42551009502288,8.29178367747087,4.17294799192717e-16,1.09686944091393e-14,25.8020838946346
PLEK2,1.56958393149427,5.35569384612128,8.29032411404215,4.22070615219181e-16,1.10879694041369e-14,25.790930275172
MORC4,1.01956939286191,4.9262282375286,8.28905379547676,4.26271095828499e-16,1.11875708187811e-14,25.7812241817858
PTK7,1.58721588225128,5.93139680549199,8.28602201726822,4.36463585488658e-16,1.14440919502887e-14,25.7580644758467
TRPM2.AS,2.87955304720336,0.919542653748284,8.26932309142168,4.97067956163529e-16,1.29524210873579e-14,25.6306313103013
AC003965.2,2.0080305169639,-2.17427198427918,8.26708092543967,5.05813613768544e-16,1.31489903065925e-14,25.6135375702764
HSPH1,1.14331505864914,7.19658289816934,8.26530691390142,5.12840697011404e-16,1.33253310798284e-14,25.6000157344948
NUDT14,1.12876749489348,4.33921262254005,8.2650862458847,5.13721502231793e-16,1.33418791854549e-14,25.5983339364622
