,logFC,AveExpr,t,P.Value,adj.P.Val,B
ATP6V1G2,-1.23046549627835,-1.62363977661327,-6.81180970674354,1.78948330953575e-11,2.60793470863464e-10,15.3763839139223
NLGN1,-2.49381779930563,-2.19071492266819,-6.80959947516349,1.81578720247839e-11,2.64415551223524e-10,15.3621710501426
PM20D1,-1.80752824354046,-2.58170823669565,-6.80641947148871,1.85429885156116e-11,2.6930662688831e-10,15.3417293536085
PRKAR2B,-1.47155210983139,2.69471205254348,-6.80355249349673,1.88970559171795e-11,2.74157685249372e-10,15.3233072057621
SLC2A4,-1.53061830202961,1.45763763480172,-6.80226135797513,1.9058666740578e-11,2.76282474788209e-10,15.3150131216178
NPY6R,-2.577791373039,-2.7209767565881,-6.7913609162609,2.04782099627463e-11,2.96088910448045e-10,15.2450465399405
LRAT,-2.3509651658744,-2.68336145745881,-6.78861527741613,2.08518132363396e-11,3.0131834212988e-10,15.2274390384293
KCNMB2,-1.64650503564383,-3.16267021177346,-6.78319354398434,2.16092945512558e-11,3.11605685600035e-10,15.1926888240792
PTH1R,-1.49818568545446,-1.20062581464531,-6.78305846419413,2.16285072937299e-11,3.11800528843057e-10,15.1918233586458
MAOB,-1.98705437330043,2.919190767627,-6.77835341410619,2.23082738743307e-11,3.21007903066697e-10,15.1616874572675
CYBRD1,-1.43189102356997,5.48443129473684,-6.77443768084151,2.28899411113758e-11,3.28945173170442e-10,15.1366214836083
MTUS2,-1.73580551381984,-1.78927522757254,-6.77273344581472,2.31477199673327e-11,3.32300405147838e-10,15.1257161515954
AC005180.2,-1.7742799720376,-3.46350744602517,-6.76386617933754,2.45355959149428e-11,3.51118372205075e-10,15.0690147148309
NGB,-1.93413486880337,-4.97889693279485,-6.75971500518859,2.52130543358875e-11,3.6053019788271e-10,15.0424931493677
ADAMTSL4,-1.36205813336061,3.18987807412128,-6.75808943930709,2.54833099292695e-11,3.64204242639508e-10,15.032111514601
AC051619.7,-1.29638003927723,-5.7136121376087,-6.75480309285249,2.60383803716827e-11,3.71721601207272e-10,15.0111302132829
SRPX,-1.4403215258616,2.16637492940961,-6.75344443531109,2.62713085911797e-11,3.74780705110739e-10,15.0024587048921
AC036108.3,-1.68250652769788,-1.41548006674142,-6.74819451969344,2.71907088053036e-11,3.87290577631792e-10,14.9689663557404
SCUBE1,-1.61016511374635,1.57789918631007,-6.7460532867304,2.75746882000608e-11,3.92555328241105e-10,14.9553128851037
TMEM35A,-2.06897101143006,-0.668242980411899,-6.74361141419778,2.80190713194984e-11,3.98466746183039e-10,14.9397471631433
HAND2.AS1,-2.64631711951176,-0.720374026879863,-6.74208418131186,2.83005653226518e-11,4.02156253656128e-10,14.9300143935858
LONRF2,-2.8337259693072,-0.58294234490389,-6.74114384737079,2.84752614926868e-11,4.04533617491559e-10,14.9240228088641
AC004637.1,-1.53183251441408,-4.45314597135275,-6.73726477950426,2.92071635511842e-11,4.14285739219922e-10,14.8993142669365
GIP,-2.23229962080711,-4.89973416244851,-6.73327877016322,2.99784520141383e-11,4.24785345314324e-10,14.8739378856464
ANK2,-1.78323271452876,2.17413665985355,-6.72785816842435,3.10594557941975e-11,4.39647239819781e-10,14.8394500812592
MRGPRF.AS1,-1.60627972104093,-4.25154269484519,-6.72550923332322,3.15396757322626e-11,4.46098413285778e-10,14.8245130898673
KCNAB1,-1.1428443064402,0.752541431563959,-6.72012482117672,3.2668107727026e-11,4.61343184128501e-10,14.7902910915894
AMTN,-1.90961389587916,-5.25289011447368,-6.7179957743258,3.31251374291115e-11,4.67194273255609e-10,14.7767662091336
C14orf180,-1.86704919266438,-5.01698739435126,-6.71765253686718,3.31994025245902e-11,4.6812099022492e-10,14.7745861366469
GGTA1P,-1.38854411643902,1.1915022276968,-6.71587111181995,3.35874729834022e-11,4.73470833718346e-10,14.7632730295208
DRD5P1,-1.24617749350515,-5.95926567323799,-6.70992483709379,3.49152955297946e-11,4.9155523526438e-10,14.7255302365911
LMX1A,-2.03125371678579,-4.54934666624714,-6.7054825539915,3.59407210973665e-11,5.0521144703687e-10,14.6973534018902
CERS3.AS1,-1.45994507023441,-5.45886406701373,-6.69976459732549,3.73041601909678e-11,5.23721341739138e-10,14.6611099024708
NDRG4,-1.06914538991157,1.82870397363844,-6.699388671381,3.73955543653175e-11,5.24852411088284e-10,14.6587280575666
AC026202.2,-1.22851727284122,-2.5200655910984,-6.69667639969301,3.80614909404353e-11,5.33788012047976e-10,14.641546834288
TPTEP1,-1.65388102613077,0.649298618656751,-6.68441313623754,4.12204389164953e-11,5.76169666889269e-10,14.5639420047197
AC023158.1,-1.10665596279043,-6.03060783672769,-6.6816632998477,4.19632961996818e-11,5.85356410518132e-10,14.5465580058886
GCNT2,-1.77912073501639,1.48758159423799,-6.67453455361746,4.39507380493785e-11,6.11053791970198e-10,14.5015213416583
SLC27A6,-2.02019728167136,-3.32938419556751,-6.67342539487472,4.42681453170777e-11,6.15310345137882e-10,14.4945180060773
CYP4B1,-2.10368780038144,-1.67630461902918,-6.66524047965239,4.6680898366871e-11,6.4720196100786e-10,14.4428701437761
ATP1B2,-1.72369491942779,0.147898670358352,-6.66518267201461,4.66983890425798e-11,6.47280382332464e-10,14.4425055736867
IGKV1OR9.1,-1.33602799785122,-5.65653535343249,-6.66178158877212,4.77388275646691e-11,6.60864382093034e-10,14.4210613012352
CPO,-1.54228792404614,-3.50310716874142,-6.66113540070196,4.79390577684347e-11,6.63132717411365e-10,14.416988118573
NSG2,-2.12695181433578,-2.71795532417963,-6.63883366040618,5.53772808743967e-11,7.61211454492367e-10,14.2766300124016
PBX1,-1.10732033858846,5.30058561533181,-6.63776430394595,5.57610222754227e-11,7.65908868245667e-10,14.2699106009575
ACSM6,-1.67846069542251,-4.41119242354691,-6.63523561752891,5.66788435893378e-11,7.77344370641633e-10,14.2540252305693
SORBS1,-1.53683227068463,5.60678059942792,-6.63298390611762,5.75085811984089e-11,7.87992090696224e-10,14.23988443888
IGKV1OR.2,-1.42145511607887,-5.19170383946682,-6.63268320577173,5.76202837984254e-11,7.89266572089876e-10,14.2379963631278
NIPAL4,-1.90310327970245,-0.944414441567162,-6.62875649321073,5.90986186774998e-11,8.07897762700788e-10,14.2133479197818
CACNB2,-1.22304053909673,1.57198599495423,-6.62505854608112,6.05247722233313e-11,8.25948706775226e-10,14.1901475274968
EMP1,-1.06302426870131,6.60014809382151,-6.61748517246989,6.35515681578573e-11,8.64234962803084e-10,14.1426697922384
CCL14,-1.43334341876108,-0.701418804957666,-6.61028187385025,6.65678213047776e-11,9.02336303907016e-10,14.0975576320701
IGHV1OR16.4,-1.30634933104405,-5.67610127535469,-6.59953406946257,7.13306969851998e-11,9.62841182528505e-10,14.0303298834419
TCP11L2,-1.0095661991341,2.55551437326316,-6.59744936532374,7.22924429286591e-11,9.74140223203501e-10,14.0173014731446
SCUBE2,-1.42111854256847,1.5891209706587,-6.59630680406327,7.28249227624206e-11,9.80590632814032e-10,14.0101625879617
BVES.AS1,-1.77805926962999,-3.9267028259611,-6.59167808147443,7.50216826679433e-11,1.00967296592597e-09,13.9812531176568
EPHA6,-2.0695260001856,-3.72712457684668,-6.59088332563381,7.54053425039533e-11,1.01408783089592e-09,13.9762911826531
PGM5,-1.99015495323053,2.99447180092677,-6.58903159210218,7.63067181506466e-11,1.02570556629384e-09,13.9647322714075
ABCA9,-1.87472971100731,-0.0671527565320366,-6.58613258294317,7.77391173123085e-11,1.04393346953025e-09,13.9466419478398
MGAT4C,-2.02343393702937,-3.77471836762357,-6.58420583954508,7.87056553244093e-11,1.05639406575916e-09,13.934622718077
IQCN,-1.3133448536089,1.16694267221968,-6.58328302363098,7.91727391411387e-11,1.06188155157542e-09,13.9288672217777
DEFB131A,-1.15784250054007,-6.12175647025172,-6.58181979132039,7.99189263755814e-11,1.07162679041736e-09,13.9197427076166
AC006059.1,-1.24140568993993,-2.36341850922197,-6.57896582802483,8.13942019978222e-11,1.08980560055591e-09,13.9019510702242
PITPNM3,-1.3046172748335,3.57868537543478,-6.57187180777852,8.51777826639174e-11,1.13851388631548e-09,13.8577571355806
SPHKAP,-1.73317849390757,-5.0087128771167,-6.5717348524713,8.52524967421322e-11,1.13923413371877e-09,13.8569043637264
AC007319.1,-1.8159942593571,-3.35084038173833,-6.57089620052475,8.57114137352914e-11,1.14452777691693e-09,13.8516827281093
IGKV3D.7,-2.23973801430216,-3.94506714518307,-6.56937607149881,8.6549415924623e-11,1.15483944739521e-09,13.8422196010328
AC025470.2,-1.28609664243304,-5.47876835032838,-6.56769760463719,8.74840282479429e-11,1.1662049536976e-09,13.8317730902857
LRRTM3,-1.51260430528626,-5.25831178762357,-6.56762126316956,8.75267712854921e-11,1.16649043749025e-09,13.8312980106063
ASB5,-2.92733665621096,-3.4891113402984,-6.55960164317409,9.21327006591639e-11,1.22429496174756e-09,13.7814190665287
GALNT15,-1.54283651829865,1.0160444435595,-6.55924060538919,9.23455470910031e-11,1.22682528495079e-09,13.7791748491216
HPGDS,-1.46833916006402,-0.517114553704462,-6.55520710241856,9.47564498764619e-11,1.2579031383874e-09,13.7541101293539
LINC02147,-1.41247700478938,-4.99749462906178,-6.55517343264126,9.47768321289785e-11,1.2579031383874e-09,13.753900959693
DAAM2,-1.31177034803511,3.23973876577346,-6.55502819313286,9.48648031755378e-11,1.25845995869174e-09,13.7529986869249
TRBV26OR9.2,-1.31152006205869,-5.62194008549199,-6.55430978058468,9.53011204745801e-11,1.2636350992381e-09,13.7485359522127
UBE2QL1,-1.53875148356199,-0.338392474748776,-6.54794803294822,9.92515807747225e-11,1.31474090832488e-09,13.7090365027341
ANKRD35,-1.39853837118105,0.169693853465675,-6.54595392545535,1.00522553009759e-10,1.32964474894045e-09,13.6966624446824
ZNF471,-1.48652693822644,0.191925606017277,-6.54310810943908,1.02364017867956e-10,1.35302077266502e-09,13.6790091848197
GPER1,-1.53477292910032,0.879922314464531,-6.53914120451486,1.04986138622928e-10,1.38567008976377e-09,13.6544131564116
AC096751.1,-1.53855981414933,-3.55015683359268,-6.53842219408244,1.0546839482821e-10,1.39169936191289e-09,13.6499565182005
